7/10/2016,Amazon,5,Stylish and very functional,Replacing an old trimmer I loved with this one.  Bought it specifically for the way the various heads twist on and off.  So much easier to use.  The 20 setting attachment is great for beard and mustache.  The small head works good for nose hair.  Charges quick and keeps a good charge.  Comes with a light weight zippered bag.  The turbo speed is also quite useful. Basically it is a two speed trimmer.  Only drawback is you have to cycle the speeds to turn it off.  You might also find you need to clean it more often.  As for style it is the nicest looking trimmer I have ever had.  Highly recommend it.
7/14/2016,Amazon,5,The Crafter Beard Boss Style,"Cool product. Feels very well built, holds a charge very well love the assorted attachments.!!"
7/14/2016,Amazon,4,Four Stars,MY HUSBAND REALLY LIKES AND HE'S HARD TO PLEASE.
7/15/2016,Amazon,5,"If you want an upgrade, here it is","Excellent upgrade from the cheaper beard trimmers. Heft in hand, excellent settings, things fit really well, solid construction, etc."
7/25/2016,Amazon,4,Four Stars,It's a good trimmer for the money.
7/27/2016,Amazon,5,Best Yet.,Fantastic trimmer with plenty of mods and power!
7/28/2016,Amazon,5,It works!,"Simply put: it works! This beard trimmer is easy to use and produces great results.The adjustable guide has plenty of gradations to choose from and stays solidly in place, making it possible to fine-tune the length of your beard and produce a neatly groomed look. The blades cut sharply without tugging or pulling. I have owned a number of beard trimmers, and this one does a better job and is much less cumbersome than any of the others I've tried"
7/31/2016,Amazon,5,Talk about a great shave or buzz,Talk about a great shave or buzz. I use this daily to groom my face. I like the look of just alil stumble but not clean shaved and this does the trick. Waterproof and use in the shower or right out of bed. It has the power to take care of it all.. wink wink
8/5/2016,Amazon,4,Good,"Bought this product and got it today. Only using it to trim my nose hair and mustache, but works very well."
8/6/2016,Amazon,5,... is my first beard trimmer and I am very happy that I purchased this,This is my first beard trimmer and I am very happy that I purchased this. It's easy to use and maintain. I highly recommend it.
8/11/2016,Amazon,5,Really impressed so far!!,This thing is great! i was looking for something rechargeable and pretty strong because my beard can get pretty thick. I have a very small styling trimmer but it just did not have enough power to fix No Shave November. I wanted something that had a couple of attachment so that i could find a style that i liked best and the adjustable attachment that comes with this if really neat for making it easy to blend together a few different length cuts.
8/11/2016,Amazon,4,Looks better than it works,"Surprisingly, it is neither as sharp or as powerful as its much older predecessor - I was looking forward to a stronger, more precision machine, but it's not.  I miss the old model which this replaced.  Sometimes new models are not better - a truism.  It comes with a ridiculous number of attachments, most of which I'm not likely to use, and yet, no brush to clean the head (which the old model came with).  It looks nice, however, if that matters."
8/11/2016,Amazon,5,Remington Beard Trimmer,This is my second beard trimmer and I'm glad that I purchased it. The trimmer works like a charm and is so much better than my previous trimmer from another well known company.
8/12/2016,Amazon,5,Very happy with our purchase,"Remington once again you've made a winner! Powerful, charged well and stays charged for awhile. Very happy with our purchase!"
8/14/2016,Amazon,5,Excellent trimer! Does it's job and does it well!,This trimer works great and does everything described and does it very well.  Exceptional battery life and plenty of power to get the job done.  Includes changeable trimers all of which work great.  This makes keeping a beard\mustache clean and neat a simple and quick process.  I would definitely recommend this product  to a friend or family member without reservation or concern.
8/16/2016,Amazon,5,"This item was a good price, came with lots of attachments and a ...","This item was a good price, came with lots of attachments and a carrying case, and works exactly as intended. I use this for trimming my private areas, as most ""trimmers"" for women are overpriced and poorly made. Exactly what I needed!"
8/16/2016,Amazon,5,Five Stars,Really Good
8/17/2016,Amazon,4,Four Stars,Needs to come with a stand.
8/18/2016,Amazon,3,Three Stars,Not as close of a shave as I hoped for.
8/22/2016,Amazon,5,Great crafter of beards!,I ordered two sets; one each for my husband and son. They both have facial hair/beards and love all the attachments and the long lasting battery. Great product and value!
8/23/2016,Amazon,5,The Crafter is a great value and works well!,"It is quiet, cuts well and the various attachments come in handy. You can't expect to shave with the shaver attachment but it does work on small areas to clean up where a full size shaver can't get in. After having used a previous trimmer for 6 years the Crafter does have a bit of a learning curve but I am doing better each time. I admit I really like the ultra small cutting attachment. It is very easy to trim small areas or even one hair! I didn't think I would care for the ear/nose attachment but it works great. There is no pulling and the two cutting lines are shaped very smooth so I noticed no catching on the soft ear skin. All of the attachments are solid and attach firmly."
8/24/2016,Amazon,5,Five Stars,My husband loves!
8/29/2016,Amazon,5,Priced awesome for what it can do,"Priced awesome for what it can do, all in one for a man who maintains beard, ears and nose hairs"
8/30/2016,Amazon,5,Great Head Shaver,Works great to shave my head.
9/3/2016,Amazon,5,Five Stars,A gift for my hirsute son's shaggy beard. Did the job well.
9/5/2016,Amazon,3,"Nice design, plenty of useful accessories","Nice design, plenty of useful accessories, and a carrying case. A single charge lasts for weeks, if not months. It is, unfortunately, under powered. If you have really thick hair (the individual hairs are thick, or your facial hair densely covers your face...either way), expect it to struggle and occasionally pull or bite."
9/5/2016,Amazon,5,Great way to get trim!,Great trimmer! Works extremely well!
9/6/2016,Amazon,5,Five Stars,Amazing
9/9/2016,Amazon,5,Five Stars,Very helpful
9/10/2016,Amazon,5,"Basic, but absolutely great!","For years I've been buying cheap trimmers from TJ Maxx that usually stop working after two-three months. And since repeating the same actions that lead to similar results is pure insanity, finally, I did quite a bit of research (on trimmers hahaha) and decided to buy this product. It is not fancy at all, but it definitely deserves all the great reviews  that already has on Amazon. Great quality for a great price!"
9/11/2016,Amazon,5,Five Stars,"Works great, easy to hold, and keeps a good charge!"
9/13/2016,Amazon,5,"Awesome, I recommend to buy it's has enough that ...","Awesome, I recommend to buy it's has enough that staff to make your gentel style as well as you want"
9/13/2016,Amazon,4,worth the money,surprised what a good job it does with all the accessories because it is so small compared to my full size hair clippers. glad i got it. the included bag is a nice touch to store it in but the lack of a brush is mega odd especially since the instructions say to BRUSH off the hair from the device after using. this clipper is light to use and has nice balance to it. powerful for its' size.
9/20/2016,Amazon,4,Four Stars,Like the new battery.  Feels good your hand for control.  Not sure I like the mounting for the trimmers.
9/21/2016,Amazon,5,Five Stars,Good one
9/22/2016,Amazon,5,Does a great job.,Just what I needed. Does a great job.
9/23/2016,Amazon,4,Good so far,"I have used the trimmer several times since receiving it and it has worked perfectly. I like the soft bag to keep all of the attachments. The trimmer is the perfect size, is comfortable to hold, and has plenty of power."
9/23/2016,Amazon,5,Five Stars,Great shaver with a lot of options. Great to pack for trips.
9/25/2016,Amazon,5,Five Stars,best nose clipper in the biz!!!
9/27/2016,Amazon,4,Four Stars,Works great
9/30/2016,Amazon,5,Five Stars,Hubby loves it !!
10/3/2016,Amazon,5,Good Quality and Fair Price,I've used this a few times over the last few months and love it.  Great for the price too!
10/4/2016,Amazon,5,Five Stars,great size easy to use works great...
10/8/2016,Amazon,3,Eh....,Doesn't work as well as I'd like. Hair gets stuck in the attachment and has to be taken off repeatedly. 3 stars from me.
10/9/2016,Amazon,1,The blue light looks nice in the dark but I'm still giving one star,It doesn't work; only the light comes on during charge and after the first charge.  The blue light looks nice in the dark but I'm still giving one star.
10/10/2016,Amazon,5,Buy it!,"Absolutely the best trimmer I have ever used. Just rinse it to clean it. The attachments work flawlessly, going on and coming off easily. The ear and nose trimmer works like no other I have tried. Well worth the money."
10/12/2016,Amazon,5,Five Stars,Great. Look like Wolf Blitzer now
10/12/2016,Amazon,1,Don't bother,"Very cheaply made.  If you have a thick beard/hair the attachments are useless.  Really poor quality.  Sorry Remington, the last one I owned was pretty good, but not this one."
10/14/2016,Amazon,1,broke,two attachments broke after 3 months of light use....
10/17/2016,Amazon,5,love it,HUsband was super happy with this one. Charges nicely and has a lot of power and is nice and quite.
10/18/2016,Amazon,5,Five Stars,My husband loves this!
10/21/2016,Amazon,5,Five Stars,Works very good.
10/22/2016,Amazon,5,Five Stars,Great.
10/23/2016,Amazon,5,Five Stars,used only 1 week sofar great really like it
10/24/2016,Amazon,5,Five Stars,"Works great, It took a little getting used to change out the attachments."
10/24/2016,Amazon,5,BETTER THAN MOST,I cut my husbands hair and beard. He will not go to a barber or styling salon. But having this particular set makes it so much easier. Not too heavy and cuts very nicely. Use the oil on the blades before cutting and the little brush to clean it out after and it will do a good job for you.
10/25/2016,Amazon,5,Five Stars,All is well!
10/26/2016,Amazon,5,Five Stars,Incredible strong and powerful system for the price!
10/28/2016,Amazon,5,Five Stars,Great
10/29/2016,Amazon,5,"High-quality trimmer, works great.","Excellent, works way better than the one it replaced."
10/30/2016,Amazon,5,Great Trimmer,"Fantastic even shave, with great options and sturdy connections. Works great in the shower, and gives consistent lengths even for longer settings. Nose hair trimmer is less effective than ideal, but all else i perfect. Hols a very long charge."
11/2/2016,Amazon,5,Five Stars,Great
11/3/2016,Amazon,5,Five Stars,nice tool
11/5/2016,Amazon,4,Quiet and works so far,So far so good. I've only used it maybe five times so far. I can't believe how quiet it is. It's so quiet I feel like it won't cut anything-- but it does!
11/5/2016,Amazon,5,This is a great buy! My husband uses it for shaving and ...,This is a great buy! My husband uses it for shaving and I use it to cut our toddlers hair.
11/5/2016,Amazon,5,Five Stars,I love this machine! very quiet and cuts really well.
11/6/2016,Amazon,2,For FULL Beards only!,I was hoping this was an all-in-one where I could keep my clean cut look but have extra if I ever wanted to try growing my beard out. But this was not the case. The mini foil is truly MINI and you wont be able to shave your entire face with it. Its only for cleaning up small areas. The extended neck is NOT adjustable and practically worthless if you are trying to decrease as much length as possible before going to the foil.
11/10/2016,Amazon,1,Giant pile of garbage.,Stopped charging less than 2 months after purchased. only ever got 1 charge into it. Giant pile of garbage.
11/10/2016,Amazon,5,Awesome all around trimmer,"Awesome all around trimmer, cuts thru my thick beard with ease. Charge lasts so long you'll forget it needs to be charged! All the attachments are high quality and going from a $10 trimmer I can say this was money well spent."
11/12/2016,Amazon,1,Avoid at all cost!,"Don't buy. Takes a couple hours to charge, but I can barely finish trimming my beard before it runs out. How's that even possible!?"
11/13/2016,Amazon,5,The battery life (so far) is amazing. I love the various attachments and the traveling ...,"Been using it for a month to trim around my beard, touch up eyebrows, and nose hairs. The battery life (so far) is amazing. I love the various attachments and the traveling bag."
11/13/2016,Amazon,5,Five Stars,Love all the attachments included.
11/15/2016,Amazon,4,Four Stars,I like it.. But the foil is really small
11/16/2016,Amazon,5,Great Trimmer,Best trimmer I've purchased in years!!  Good sturdy quality!!
11/17/2016,Amazon,5,Five Stars,"Great product so far, seems to really work well."
11/20/2016,Amazon,5,Five Stars,Perfect for manscaping :)
11/21/2016,Amazon,4,Four Stars,works great
11/21/2016,Amazon,5,Five Stars,Fast delivery and very useful for travel
11/21/2016,Amazon,5,Works well.,Works well to care for my beard. Comes with everything I needed to do that job.
11/23/2016,Amazon,4,SEEMS TO BE WELL MADE,VERY NICE. I BOUGHT THIS FOR MY HUSBAND AND I BELIEVE  HE IS GOING TO LOVE IT. ITS A CHRISTMAS GIVE AND LEAVE A MORE DETAILED REVIEW ONCE HE GIVES ME HIS OPINION OF IT BUT FROM CHECKING IT OUT IT IS AS DESCRIBED AND SEEMS TO BE WELL MADE.
11/25/2016,Amazon,1,I received it back in mid-August and it's stopped working ...,"I received it back in mid-August and it's stopped working, even with full charge after 3 months. The cheap $20 trimmer I used to use lasted longer."
11/26/2016,Amazon,2,Horrible battery life,"The trimmer is nice, the attachments are nice, but the battery is garbage. I only use this for about a minute at a time to straighten up my neckline and clean up my cheeks while leaving my beard alone. I get about 2-3 uses before it's completely dead and I have to recharge. I'm talking about five minutes of actual usage and 2 weeks of sitting on the shelf before this thing dies. It's been like that since the day I got it and it's even slightly worse now. Do yourself a favor and keep searching and reading reviews. Do not buy this."
11/28/2016,Amazon,5,Five Stars,Nice.
11/28/2016,Amazon,5,A really amazing product. After the first try I felt my ...,A really amazing product. After the first try I felt my skin softer and smoother. I highly recommend the product.
11/28/2016,Amazon,5,Five Stars,really seems to hold charge well.  works well in the shower.
11/29/2016,Amazon,4,A lot of parts in a decent quality for the price.,"Quick review: Worth the price, a good product with a lot of functionality, disassembled parts seem like that can break easily.  Full review: This product seems like it's supposed to answer all your facial hair (and maybe body hair too) needs, and in the end, it does.  The crafter comes with a basic head, that has 5 plastic attachments to it to change the length from 0-4, that means if you want one length in one place and a different one at another, you'll have to stop the trimming and change the plastic attachment.  You also get a plastic cover attachment for bigger heights, these seem unreasonable for a beard, but it's good to have the option.  You also get a narrow head for fine trimming, a flat head for eyebrows, nose hair and ears, and a guarded trimmer to completely remove hair.  I usually like to keep my beard at 1 (3mm) and it does a fine job at doing so, I can also change the head to get a fine line around my beard.  The product is waterproof but it didn't come with oil or a brush, so I have to use my old brush.  All the small parts come with a bag which is convenient.  Overall, the product feels good, but the changeable parts feel cheap like they can break easily. charging is easy but didn't come with an adapter so I had to use my own.  It's a good product for someone in his​ 20's ,but I feel like when this one breaks , I'd get a better model."
